CaseID,Opened,Closed,Updated,Status,Responsible Agency,Category,Request Type,Request Details,Address,Neighborhood,Supervisor District,Point,Source,Media URL
3634563,05/12/2014 10:55:29 AM,05/13/2014 08:50:26 AM,05/13/2014 08:50:26 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"275 ELLIS ST, SAN FRANCISCO, CA, 94102",Tenderloin,5.0,POINT (-122.41848828 37.77482644),Phone,
3634554,05/12/2014 10:54:28 AM,05/13/2014 08:50:01 AM,05/13/2014 08:50:01 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"528 LARKIN ST, SAN FRANCISCO, CA, 94102",Tenderloin,5.0,POINT (-122.41732715 37.78266579),Phone,
3634551,05/12/2014 10:53:57 AM,05/16/2014 02:15:15 PM,05/16/2014 02:15:15 PM,Closed,SFMTA - Citations/Resident Parking Permits - G,General Request - MTA,request_for_service,parking_meter_cards - request_for_service,Not associated with a specific address,,,POINT (0 0),Web,
3634547,05/12/2014 10:53:33 AM,05/20/2014 08:14:34 AM,05/20/2014 08:14:34 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,dark blue - Mercedes -  - 7CHF694,"65 MONTEZUMA ST, SAN FRANCISCO, CA, 94110",Bernal Heights,9.0,POINT (-122.41584015 37.74609375),Web,
3634546,05/12/2014 10:53:27 AM,05/21/2014 06:30:41 AM,05/21/2014 06:30:41 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,silver - Mitsubishi - Lancer ES - 5LO110,"153 GRAND VIEW AVE, SAN FRANCISCO, CA, 94114",Eureka Valley,8.0,POINT (-122.43997921 37.75575164),Phone,
3634545,05/12/2014 10:53:09 AM,05/12/2014 01:14:43 AM,05/12/2014 01:14:43 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,Intersection of DODGE ST and TURK ST,Tenderloin,5.0,POINT (-122.41698505 37.78241864),Phone,
3634542,05/12/2014 10:52:47 AM,05/13/2014 03:02:51 AM,05/13/2014 03:02:51 AM,Closed,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_on_Directional_Sign,Posted on Directional Sign,Intersection of BERNAL HEIGHTS BLVD and FOLSOM ST,Bernal Heights,9.0,POINT (-122.41240563 37.74359596),Mobile/Open311,http://mobile311.sfgov.org/reports/3634542/photos
3634541,05/12/2014 10:52:44 AM,05/12/2014 06:41:44 AM,05/12/2014 06:41:44 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Paper Spill,Intersection of STEVENSON ST and 14TH ST,Mission,9.0,POINT (-122.42136545 37.76818972),Phone,
3634539,05/12/2014 10:52:41 AM,05/13/2014 09:00:00 AM,05/13/2014 09:00:00 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"1749 WALLER ST, SAN FRANCISCO, CA, 94117",Cole Valley,8.0,POINT (-122.45251465 37.76821136),Web,
3634537,05/12/2014 10:52:22 AM,05/13/2014 11:08:18 AM,05/13/2014 11:08:18 AM,Closed,Clear Channel - Transit Queue,Graffiti,Graffiti on Transit_Shelter_Platform,Transit_Shelter_Platform - Offensive,Intersection of MCALLISTER ST and VAN NESS AVE,Civic Center,5.0,POINT (-122.42024702 37.78007463),Phone,
3634534,05/12/2014 10:51:54 AM,05/13/2014 08:57:30 AM,05/13/2014 08:57:30 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"238 EDDY ST, SAN FRANCISCO, CA, 94102",Tenderloin,5.0,POINT (-122.41624386 37.78494686),Phone,
3634529,05/12/2014 10:51:21 AM,05/13/2014 09:00:00 AM,05/13/2014 09:00:00 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"1749 WALLER ST, SAN FRANCISCO, CA, 94117",Cole Valley,8.0,POINT (-122.45251465 37.76821136),Web,
3634528,05/12/2014 10:51:11 AM,05/27/2014 03:08:59 PM,05/27/2014 03:08:59 PM,Closed,Animal Care and Control - G,General Request - ANIMAL CARE CONTROL,request_for_service,animal_care_control - request_for_service,"27 SWEENY ST, SAN FRANCISCO, CA, 94134",Portola,9.0,POINT (-122.40648774 37.73334214),Phone,
3634526,05/12/2014 10:50:59 AM,05/13/2014 06:40:00 AM,05/13/2014 06:40:00 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"455 HYDE ST, SAN FRANCISCO, CA, 94109",Tenderloin,5.0,POINT (-122.41624386 37.78494686),Phone,
3634525,05/12/2014 10:50:52 AM,05/14/2014 10:11:41 AM,05/14/2014 10:11:41 AM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Conduct_Inattentiveness_Negligence,202_Ignored_Stop_Request,Not associated with a specific address,,,POINT (0 0),Web,
3634519,05/12/2014 10:49:59 AM,06/19/2014 08:07:16 AM,06/19/2014 08:07:16 AM,Closed,DPT - Traffic Signal - G,General Request - MTA,customer_callback,parking_traffic_other - customer_callback,Intersection of CALIFORNIA ST and PRESIDIO AVE,Laurel Heights / Jordan Park,2.0,POINT (-122.44679384 37.78726197),Phone,
3634517,05/12/2014 10:49:20 AM,05/13/2014 08:56:52 AM,05/13/2014 08:56:52 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"472 TURK ST, SAN FRANCISCO, CA, 94102",Tenderloin,5.0,POINT (-122.41702791 37.78247013),Phone,
3634514,05/12/2014 10:48:49 AM,05/20/2014 07:04:00 AM,05/20/2014 07:04:00 AM,Closed,DPW BSM Queue,Graffiti,Graffiti on Sidewalk_structure,Sidewalk_structure - Offensive,Intersection of STANYAN ST and WALLER ST,Golden Gate Park,5.0,POINT (-122.45335388 37.7682457),Web,
3634512,05/12/2014 10:48:24 AM,05/13/2014 08:57:30 AM,05/13/2014 08:57:30 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"233 EDDY ST, SAN FRANCISCO, CA, 94102",Tenderloin,5.0,POINT (-122.41557301 37.7845677),Phone,
3634507,05/12/2014 10:47:57 AM,01/06/2016 12:00:00 PM,01/06/2016 12:00:00 PM,Closed,DPW BSM Queue,Sidewalk or Curb,Public_Stairway_Defect,Public_Stairway_Defect,"782 10TH AVE, SAN FRANCISCO, CA, 94118",Inner Richmond,1.0,POINT (-122.46797952 37.77364802),Phone,
3634506,05/12/2014 10:47:37 AM,05/12/2014 11:49:46 AM,05/12/2014 11:49:46 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of WEBSTER ST and LAUSSAT ST,Lower Haight,5.0,POINT (-122.42870994 37.77184955),Phone,
3634505,05/12/2014 10:47:20 AM,05/13/2014 08:05:00 AM,05/13/2014 08:05:00 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"570 ELLIS ST, SAN FRANCISCO, CA, 94109",Tenderloin,5.0,POINT (-122.41557301 37.7845677),Phone,
3634497,05/12/2014 10:46:30 AM,05/12/2014 11:42:36 AM,05/12/2014 11:42:36 AM,Closed,311 Service Request Queue - Hold,Blocked Street or SideWalk,Blocked_Sidewalk,Cafe_table_and_chairs blocking sidewalk,"246 POST ST, SAN FRANCISCO, CA, 94108",Downtown / Union Square,3.0,POINT (-122.40620255 37.78898835),Mobile/Open311,
3634496,05/12/2014 10:46:25 AM,05/12/2014 02:51:22 PM,05/12/2014 02:51:22 PM,Closed,Recology_Abandoned,Litter Receptacles,Cans_Left_Out_24x7,,"705 DIVISADERO ST, SAN FRANCISCO, CA, 94117",Panhandle,5.0,POINT (-122.43820953 37.77618408),Phone,
3634494,05/12/2014 10:46:20 AM,05/12/2014 04:31:21 AM,05/12/2014 04:31:21 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"333 JONES ST, SAN FRANCISCO, CA, 94102",Tenderloin,5.0,POINT (-122.41272639 37.78423759),Phone,
3634493,05/12/2014 10:46:08 AM,05/16/2014 01:12:42 PM,05/16/2014 01:12:42 PM,Closed,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"174 GRANVILLE WAY, SAN FRANCISCO, CA, 94127",Laguna Honda,7.0,POINT (-122.46182794 37.74212767),Phone,
3634490,05/12/2014 10:45:45 AM,05/12/2014 12:02:22 PM,05/12/2014 12:02:22 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,"145 GUERRERO ST, SAN FRANCISCO, CA, 94103",Mission Dolores,9.0,POINT (-122.42439817 37.76904674),Phone,
3634489,05/12/2014 10:45:12 AM,07/24/2015 02:40:06 PM,07/24/2015 02:40:06 PM,Closed,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,60 ft zone requested from 05/21/2014 to 05/21/2014,"1462 CLAY ST, SAN FRANCISCO, CA, 94109",Nob Hill,3.0,POINT (-122.41725159 37.79294968),Phone,
3634488,05/12/2014 10:45:10 AM,05/12/2014 04:31:51 AM,05/12/2014 04:31:51 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,Intersection of JONES ST and EDDY ST,Tenderloin,5.0,POINT (-122.41259738 37.78393203),Phone,
3634487,05/12/2014 10:45:07 AM,05/14/2014 12:00:00 PM,05/14/2014 12:00:00 PM,Closed,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of WALLER ST and STANYAN ST,Golden Gate Park,5.0,POINT (-122.45335388 37.7682457),Web,
3634477,05/12/2014 10:44:16 AM,05/12/2014 02:33:34 AM,05/12/2014 02:33:34 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"761 COMMERCIAL ST, SAN FRANCISCO, CA, 94108",Chinatown,3.0,POINT (-122.40561478 37.79385153),Phone,
3634475,05/12/2014 10:44:00 AM,05/12/2014 04:56:48 AM,05/12/2014 04:56:48 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"516 ELLIS ST, SAN FRANCISCO, CA, 94109",Tenderloin,5.0,POINT (-122.41466912 37.78468127),Phone,
3634467,05/12/2014 10:43:03 AM,05/12/2014 04:57:34 AM,05/12/2014 04:57:34 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"369 TURK ST, SAN FRANCISCO, CA, 94102",Tenderloin,5.0,POINT (-122.41073573 37.78341008),Phone,
3634465,05/12/2014 10:42:56 AM,05/14/2014 10:15:53 AM,05/14/2014 10:15:53 AM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Conduct_Discourteous_Insensitive_Inappropriate_Conduct,306_General_Unprofessional_Conduct_Appearance,Not associated with a specific address,,,POINT (0 0),Web,
3634463,05/12/2014 10:42:42 AM,07/08/2014 03:36:39 PM,07/08/2014 03:36:39 PM,Closed,DPT SignShop Surveyed - Area 1 Queue,Sign Repair,Sign - Missing,Street_Name - Missing; support - Missing,Intersection of FELTON ST and UNIVERSITY ST,University Mound,9.0,POINT (-122.414415 37.727488),Mobile/Open311,
3634462,05/12/2014 10:42:15 AM,05/12/2014 05:17:00 AM,05/12/2014 05:17:00 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"118 TAYLOR ST, SAN FRANCISCO, CA, 94102",Tenderloin,5.0,POINT (-122.41073573 37.78341008),Phone,
3634459,05/12/2014 10:42:07 AM,03/07/2022 05:30:28 PM,03/07/2022 05:30:28 PM,Closed,DPW BSSR Queue,Street Defects,Pavement_Defect,Pavement_Defect,Intersection of 3RD ST and KING ST,Mission Bay,6.0,POINT (-122.39183807 37.77812576),Web,
3634454,05/12/2014 10:41:18 AM,05/12/2014 11:57:56 AM,05/12/2014 11:57:56 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"1164 MARKET ST, SAN FRANCISCO, CA, 94102",Civic Center,5.0,POINT (-122.41404501 37.77940086),Phone,
3634453,05/12/2014 10:41:16 AM,05/12/2014 06:42:22 AM,05/12/2014 06:42:22 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"3434 16TH ST, SAN FRANCISCO, CA, 94114",Mission Dolores,8.0,POINT (-122.4294123 37.7645175),Phone,
3634451,05/12/2014 10:41:05 AM,05/12/2014 01:26:30 PM,05/12/2014 01:26:30 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,Intersection of 21ST ST and POTRERO AVE,Mission,10.0,POINT (-122.406754 37.757901),Mobile/Open311,http://mobile311.sfgov.org/reports/3634451/photos
3634447,05/12/2014 10:40:44 AM,05/12/2014 03:51:01 AM,05/12/2014 03:51:01 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Sidewalk_structure,Sidewalk_structure - Offensive,Intersection of WALLER ST and STANYAN ST,Golden Gate Park,5.0,POINT (-122.45335388 37.7682457),Web,
3634444,05/12/2014 10:40:06 AM,05/13/2014 08:52:08 AM,05/13/2014 08:52:08 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,Intersection of CHARLES J BRENHAM PL and MARKET ST,Civic Center,6.0,POINT (-122.41251188 37.7804778),Phone,
3634441,05/12/2014 10:39:05 AM,05/12/2014 11:56:08 AM,05/12/2014 11:56:08 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"1100 MARKET ST, SAN FRANCISCO, CA, 94102",Tenderloin,5.0,POINT (-122.41205059 37.78097698),Phone,
3634434,05/12/2014 10:38:24 AM,05/12/2014 03:01:09 PM,05/12/2014 03:01:09 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"22 BEIDEMAN ST, SAN FRANCISCO, CA, 94115",Western Addition,5.0,POINT (-122.4382666 37.78175624),Mobile/Open311,http://mobile311.sfgov.org/reports/3634434/photos
3634432,05/12/2014 10:38:06 AM,05/21/2014 10:29:50 AM,05/21/2014 10:29:50 AM,Closed,311 Supervisor Queue,General Request - MTA,request_for_service,parking_traffic_other - request_for_service,"485 CAROLINA ST, SAN FRANCISCO, CA, 94107",Potrero Hill,10.0,POINT (-122.4003416 37.76255876),Phone,
3634431,05/12/2014 10:38:00 AM,05/14/2014 02:54:28 AM,05/14/2014 02:54:28 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Street,Street - Offensive,Intersection of BEULAH ST and STANYAN ST,Golden Gate Park,8.0,POINT (-122.45316315 37.76730728),Web,
3634430,05/12/2014 10:37:51 AM,12/07/2017 01:00:41 PM,12/07/2017 01:00:41 PM,Closed,Housing Authority SR Queue,SFHA Requests,Plumbing,Plumbing - Urgent,"1855 15TH ST, Apt 403, SAN FRANCISCO, CA, 94103",Mission Dolores,8.0,POINT (-122.4260025 37.76599884),Phone,
3634427,05/12/2014 10:36:46 AM,05/12/2014 12:55:30 PM,05/12/2014 12:55:30 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,Intersection of 24TH ST and CASTRO ST,Noe Valley,8.0,POINT (-122.43408898 37.75130227),Phone,
3634426,05/12/2014 10:36:44 AM,05/12/2014 12:53:22 PM,05/12/2014 12:53:22 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,"457 CAMBRIDGE ST, SAN FRANCISCO, CA, 94134",University Mound,9.0,POINT (-122.41805857 37.72575684),Phone,
3634425,05/12/2014 10:36:36 AM,09/15/2014 12:00:00 PM,09/15/2014 12:00:00 PM,Closed,DPW BSM Queue,Sidewalk or Curb,Missing_Side_Sewer_Vent_Cover,Missing_Side_Sewer_Vent_Cover,"1320 GOETTINGEN ST, SAN FRANCISCO, CA, 94134",Visitacion Valley,10.0,POINT (-122.40204677 37.71577589),Phone,
3634422,05/12/2014 10:36:19 AM,05/20/2014 08:11:57 AM,05/20/2014 08:11:57 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,green  - ford  - explorer - 6LHX236,"705 5TH AVE, SAN FRANCISCO, CA, 94118",Inner Richmond,1.0,POINT (-122.46286678 37.77529902),Phone,
3634414,05/12/2014 10:35:32 AM,05/15/2014 01:21:43 AM,05/15/2014 01:21:43 AM,Closed,DPW Ops Queue,Litter Receptacles,Litter_Receptacle_Request_New_Removal,,"800 STANYAN ST, SAN FRANCISCO, CA, 94117",Cole Valley,8.0,POINT (-122.45310974 37.76728439),Web,
3634409,05/12/2014 10:34:08 AM,05/12/2014 12:55:27 PM,05/12/2014 12:55:27 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"4063 24TH ST, SAN FRANCISCO, CA, 94114",Noe Valley,8.0,POINT (-122.43325507 37.75129673),Phone,
3634406,05/12/2014 10:33:40 AM,05/12/2014 11:49:44 AM,05/12/2014 11:49:44 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of WALLER ST and FILLMORE ST,Duboce Triangle,5.0,POINT (-122.43025999 37.77117315),Phone,
3634403,05/12/2014 10:33:16 AM,05/12/2014 10:52:47 AM,05/12/2014 10:52:47 AM,Closed,311 Service Request Queue - Hold,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"2308 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",Portola,9.0,POINT (-122.40637 37.733711),Mobile/Open311,
3634401,05/12/2014 10:32:53 AM,05/12/2014 11:08:40 AM,05/12/2014 11:08:40 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,Intersection of WASHINGTON ST and WALTER U LUM PL,Chinatown,3.0,POINT (-122.40584564 37.79522324),Integrated Agency,
3634400,05/12/2014 10:32:45 AM,05/12/2014 12:07:26 PM,05/12/2014 12:07:26 PM,Closed,PUC - Water - G,Sewer Issues,Water_leak,Water_leak Water_leak,Intersection of SUNSET BLVD and MORAGA ST,Outer Sunset,4.0,POINT (-122.49536133 37.75527573),Web,
3634399,05/12/2014 10:32:42 AM,05/12/2014 12:57:40 PM,05/12/2014 12:57:40 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,"1145 YORK ST, SAN FRANCISCO, CA, 94110",Mission,9.0,POINT (-122.40812683 37.75370026),Integrated Agency,
3634398,05/12/2014 10:32:40 AM,05/12/2014 11:22:28 AM,05/12/2014 11:22:28 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"1550 SACRAMENTO ST, SAN FRANCISCO, CA, 94109",Nob Hill,3.0,POINT (-122.41843001 37.79186373),Phone,
3634395,05/12/2014 10:31:51 AM,05/14/2014 12:00:00 PM,05/14/2014 12:00:00 PM,Closed,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of CARL ST and STANYAN ST,Parnassus Heights,8.0,POINT (-122.45275879 37.76544189),Web,
3634390,05/12/2014 10:30:26 AM,04/17/2015 10:06:18 PM,04/17/2015 10:06:18 PM,Closed,311 Service Request Queue - Hold,Damaged Property,Damaged Traffic_Signal,Traffic_Signal,Intersection of ARGUELLO BLVD and CALIFORNIA ST,Presidio Terrace,2.0,POINT (-122.4591781 37.78568062),Phone,
3634387,05/12/2014 10:29:59 AM,05/12/2014 02:33:25 PM,05/12/2014 02:33:25 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,"373 HERMANN ST, SAN FRANCISCO, CA, 94117",Duboce Triangle,8.0,POINT (-122.43124789 37.77003898),Phone,
3634379,05/12/2014 10:29:22 AM,05/12/2014 12:18:37 PM,05/12/2014 12:18:37 PM,Closed,Recology_Overflowing,Street and Sidewalk Cleaning,Overflowing_City_Receptacle_or_Dumpster,Overflowing_City_Receptacle_or_Dumpster,Intersection of GREAT HWY and JUDAH ST,Outer Sunset,4.0,POINT (-122.50938094 37.76026954),Phone,
3634373,05/12/2014 10:26:35 AM,05/14/2014 02:54:04 AM,05/14/2014 02:54:04 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Sidewalk_structure,Sidewalk_structure - Offensive,Intersection of COLE ST and CARL ST,Cole Valley,8.0,POINT (-122.4499588 37.76580048),Web,
3634372,05/12/2014 10:26:22 AM,05/15/2014 06:20:01 AM,05/15/2014 06:20:01 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,BLACK - HYUNDAI   - SONATA - 6EUR381,"870 CHURCH ST, SAN FRANCISCO, CA, 94114",Dolores Heights,8.0,POINT (-122.42800399 37.75691782),Phone,
3634371,05/12/2014 10:26:15 AM,05/14/2014 09:12:16 AM,05/14/2014 09:12:16 AM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Conduct_Discourteous_Insensitive_Inappropriate_Conduct,301_Discourtesy_to_Customer,Not associated with a specific address,,,POINT (0 0),Web,
3634366,05/12/2014 10:25:47 AM,05/19/2014 07:29:22 AM,05/19/2014 07:29:22 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,orange - ford - falcon - PHX179,"11 SHERWOOD CT, SAN FRANCISCO, CA, 94127",Sherwood Forest,7.0,POINT (-122.45369921 37.73661499),Phone,
3634359,05/12/2014 10:23:38 AM,06/06/2014 05:21:25 AM,06/06/2014 05:21:25 AM,Closed,DPW Ops Queue,Litter Receptacles,Cans_Left_Out_24x7,,"1734 MASON ST, SAN FRANCISCO, CA, 94133",Russian Hill,3.0,POINT (-122.4122506 37.79958431),Mobile/Open311,http://mobile311.sfgov.org/reports/3634359/photos
3634357,05/12/2014 10:23:14 AM,05/12/2014 04:59:34 AM,05/12/2014 04:59:34 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,Intersection of TEHAMA ST and 6TH ST,South of Market,6.0,POINT (-122.4066296 37.779315),Phone,
3634352,05/12/2014 10:21:12 AM,05/12/2014 10:55:39 AM,05/12/2014 10:55:39 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"20 SYCAMORE ST, SAN FRANCISCO, CA, 94110",Mission,9.0,POINT (-122.41989136 37.76274872),Web,
3634347,05/12/2014 10:20:10 AM,05/12/2014 12:20:27 PM,05/12/2014 12:20:27 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of 19TH AVE and ORTEGA ST,Golden Gate Heights,7.0,POINT (-122.47629357 37.75237659),Phone,
3634344,05/12/2014 10:19:24 AM,05/14/2014 09:14:33 AM,05/14/2014 09:14:33 AM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Conduct_Discourteous_Insensitive_Inappropriate_Conduct,302_Altercation_Employee_Customer,Not associated with a specific address,,,POINT (0 0),Web,
3634343,05/12/2014 10:19:17 AM,05/12/2014 03:32:58 PM,05/12/2014 03:32:58 PM,Closed,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"1000 FULTON ST, SAN FRANCISCO, CA, 94117",Alamo Square,5.0,POINT (-122.43355443 37.77755521),Phone,
3634338,05/12/2014 10:18:07 AM,05/14/2014 09:15:41 AM,05/14/2014 09:15:41 AM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Conduct_Inattentiveness_Negligence,213_General_Distraction_from_Duty,Not associated with a specific address,,,POINT (0 0),Web,
3634336,05/12/2014 10:17:23 AM,05/14/2014 02:50:58 AM,05/14/2014 02:50:58 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1542 CHURCH ST, SAN FRANCISCO, CA, 94131",Noe Valley,8.0,POINT (-122.42697202 37.74621067),Phone,
3634328,05/12/2014 10:14:57 AM,05/16/2014 02:12:41 PM,05/16/2014 02:12:41 PM,Closed,SFMTA - Citations/Resident Parking Permits - G,General Request - MTA,request_for_service,parking_meter_cards - request_for_service,Not associated with a specific address,,,POINT (0 0),Web,
3634327,05/12/2014 10:14:39 AM,03/05/2024 03:03:40 PM,03/05/2024 03:03:40 PM,Closed,PUC - Sewer - G,Sewer Issues,Flooding,Flooding On_street,Intersection of VAN NESS AVE and EDDY ST,Tenderloin,5.0,POINT (0 0),Web,
3634326,05/12/2014 10:14:30 AM,05/13/2014 11:00:00 AM,05/13/2014 11:00:00 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of RANDOLPH ST and RAMSELL ST,Merced Heights,11.0,POINT (-122.46620178 37.71427917),Web,
3634324,05/12/2014 10:14:08 AM,05/14/2014 09:17:14 AM,05/14/2014 09:17:14 AM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Conduct_Inattentiveness_Negligence,201_Pass_Up_Did_Not_Wait_for_Transferee,Not associated with a specific address,,,POINT (0 0),Web,
3634323,05/12/2014 10:13:49 AM,05/14/2014 09:18:09 AM,05/14/2014 09:18:09 AM,Closed,SSP - MTA Feedback Queue,MUNI Feedback,MUNI  - Conduct_Inattentiveness_Negligence,201_Pass_Up_Did_Not_Wait_for_Transferee,Not associated with a specific address,,,POINT (0 0),Web,
3634321,05/12/2014 10:13:31 AM,05/21/2014 06:56:23 AM,05/21/2014 06:56:23 AM,Closed,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_traffic_signal,Intersection of COLUMBUS AVE and MASON ST,Russian Hill,3.0,POINT (-122.41291046 37.80218506),Phone,
3634309,05/12/2014 10:10:04 AM,05/13/2014 01:48:21 AM,05/13/2014 01:48:21 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,Intersection of 17TH ST and VALENCIA ST,Mission,9.0,POINT (-122.42173004 37.76329803),Web,
3634308,05/12/2014 10:10:02 AM,05/12/2014 06:46:08 AM,05/12/2014 06:46:08 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Liquids - Oil/Paint/Other,"1525 SILVER AVE, SAN FRANCISCO, CA, 94134",Portola,9.0,POINT (-122.40599607 37.73237768),Phone,
3634303,05/12/2014 10:08:20 AM,05/13/2014 01:48:21 AM,05/13/2014 01:48:21 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,Intersection of 17TH ST and VALENCIA ST,Mission,9.0,POINT (-122.42173004 37.76329803),Web,
3634300,05/12/2014 10:07:28 AM,04/17/2015 10:06:16 PM,04/17/2015 10:06:16 PM,Closed,311 Service Request Queue - Hold,311 External Request,Graffiti,Graffiti - USPS,Intersection of SUNSET BLVD and ULLOA ST,Outer Sunset,4.0,POINT (-122.49116806 37.77979363),Phone,
3634299,05/12/2014 10:07:20 AM,05/19/2014 07:40:40 AM,05/19/2014 07:40:40 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car2door,DARK GREEN - JEEP - NA - 3UNN079,"1653 16TH AVE, SAN FRANCISCO, CA, 94122",Golden Gate Heights,7.0,POINT (-122.47357749 37.75705623),Phone,
